"Step","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy__MAX"
"38","0.5806147020114095","0.5806147020114095","0.5806147020114095","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295","0.5805915017661295"
"39","0.5383805038614405","0.5383805038614405","0.5383805038614405","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701","0.5383422986983701"
"40","0.5332271653490189","0.5332271653490189","0.5332271653490189","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269","0.5331832466599269"
"41","0.5431950476608778","0.5431950476608778","0.5431950476608778","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782","0.5431647134902782"
"42","0.558524486837817","0.558524486837817","0.558524486837817","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838","0.558477878814838"
"43","0.4578961737787546","0.4578961737787546","0.4578961737787546","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296","0.4578730904066296"
"44","0.5589434007489229","0.5589434007489229","0.5589434007489229","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764","0.5589145590798764"
"45","0.5301098585672056","0.5301098585672056","0.5301098585672056","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797","0.5300759910217797"
"46","0.5443659432513533","0.5443659432513533","0.5443659432513533","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637","0.544349202499637"
"47","0.5232149681810176","0.5232149681810176","0.5232149681810176","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018","0.5231900437989018"
"48","0.5226304232085173","0.5226304232085173","0.5226304232085173","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953","0.5226106721808953"
"49","0.4989431012589275","0.4989431012589275","0.4989431012589275","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494","0.498932358756494"
"50","0.5156693650175806","0.5156693650175806","0.5156693650175806","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539","0.5156704489111539"
"51","0.5317915853090762","0.5317915853090762","0.5317915853090762","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245","0.531785862254245"
"52","0.5067822400637916","0.5067822400637916","0.5067822400637916","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619","0.5067518320756619"
"53","0.5274128968164593","0.5274128968164593","0.5274128968164593","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611","0.5273690282677611"
"54","0.5207687546962879","0.5207687546962879","0.5207687546962879","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264","0.5207516828188264"
"55","0.5219320687739288","0.5219320687739288","0.5219320687739288","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727","0.521906356990727"
"56","0.5413967389960467","0.5413967389960467","0.5413967389960467","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867","0.5413907173997867"
"57","0.5346081430454634","0.5346081430454634","0.5346081430454634","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996","0.5345590726161996"
"58","0.47470121362888323","0.47470121362888323","0.47470121362888323","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346","0.4746788651506346"
"59","0.5260652349995715","0.5260652349995715","0.5260652349995715","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552","0.5260532278567552"
"60","0.5166275767982006","0.5166275767982006","0.5166275767982006","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752","0.5165222083670752"
"61","0.5289553727195101","0.5289553727195101","0.5289553727195101","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652","0.5289213988857652"
"62","0.4981518549477162","0.4981518549477162","0.4981518549477162","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997","0.4981345216787997"
"63","0.5525382715095948","0.5525382715095948","0.5525382715095948","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308","0.5269046857582308"
"64","0.4944243831463003","0.4944243831463003","0.4944243831463003","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231","0.5556715529624231"
"65","0.5350689110304929","0.5350689110304929","0.5350689110304929","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717","0.5052901650845717"
"66","0.520625266202396","0.520625266202396","0.520625266202396","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166","0.49461209455097166"
"67","0.4759910081103444","0.4759910081103444","0.4759910081103444","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896","0.5084235911331896"
"68","0.5221192381577566","0.5221192381577566","0.5221192381577566","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835","0.4911761355846835"
"69","0.45991406307066196","0.45991406307066196","0.45991406307066196","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222","0.4804674646578222"
"70","0.5514556862085515","0.5514556862085515","0.5514556862085515","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953","0.5006494905321953"
"71","0.49969846514060345","0.49969846514060345","0.49969846514060345","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266","0.44894449739678266"
"72","0.549354333193856","0.549354333193856","0.549354333193856","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633","0.4482721689499633"
"73","0.5238594911578629","0.5238594911578629","0.5238594911578629","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734","0.46812236999298734"
"74","0.4942350693374545","0.4942350693374545","0.4942350693374545","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806","0.49874777213053806"
"75","0.5119473004506694","0.5119473004506694","0.5119473004506694","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686","0.46260123901135686"
"76","0.49195500172492934","0.49195500172492934","0.49195500172492934","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844","0.46646536267700844"
"77","0.5276215504058064","0.5276215504058064","0.5276215504058064","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791","0.5278250804751791"
"78","0.5121550981450496","0.5121550981450496","0.5121550981450496","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395","0.5016828675831395"
"79","0.48084616696070526","0.48084616696070526","0.48084616696070526","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458","0.5252861350151458"
"80","0.5155426405735908","0.5155426405735908","0.5155426405735908","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003","0.5169125000069003"
"81","0.5281056000486665","0.5281056000486665","0.5281056000486665","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798","0.5186996970307798"
"82","0.5064306772632025","0.5064306772632025","0.5064306772632025","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863","0.5075382558356863"
"83","0.5141015381694914","0.5141015381694914","0.5141015381694914","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603","0.5181471893405603"
"84","0.5148777237345028","0.5148777237345028","0.5148777237345028","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907","0.511967655650907"
"85","0.48800030200306427","0.48800030200306427","0.48800030200306427","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447","0.5245747676760447"
"86","0.503951586584009","0.503951586584009","0.503951586584009","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367","0.5199173781229367"
"87","0.4927329765386716","0.4927329765386716","0.4927329765386716","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541","0.5190826456864541"
"88","0.4806745242086246","0.4806745242086246","0.4806745242086246","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482","0.5024496066687482"
"89","0.49666846616484195","0.49666846616484195","0.49666846616484195","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481","0.5115148918787481"
"90","0.5044656086791786","0.5044656086791786","0.5044656086791786","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289","0.5047481860310289"
"91","0.47941251959102604","0.47941251959102604","0.47941251959102604","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673","0.49181438775078673"
