"Step","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-11-18-35-47 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-15-38-32 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-14-03-52 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-11-55-39 - train/avg_train_entropy__MAX","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy__MIN","cart-pole-value_function-reward-baseline-2025-03-10-09-02-33 - train/avg_train_entropy__MAX"
"370","0.44053374511181753","0.44053374511181753","0.44053374511181753","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815","0.4109915533191815"
"371","0.4634513109668624","0.4634513109668624","0.4634513109668624","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932","0.4226320366706932"
"372","0.45837472033299853","0.45837472033299853","0.45837472033299853","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751","0.4220807042879751"
"373","0.44298774426635645","0.44298774426635645","0.44298774426635645","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807","0.41998116079362807"
"374","0.45295121221768203","0.45295121221768203","0.45295121221768203","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861","0.408592397963861"
"375","0.47893022078661307","0.47893022078661307","0.47893022078661307","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511","0.4170695927298511"
"376","0.4504328567075427","0.4504328567075427","0.4504328567075427","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865","0.4222568753647865"
"377","0.4663511954803398","0.4663511954803398","0.4663511954803398","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556","0.4304678432186556"
"378","0.4556614856242668","0.4556614856242668","0.4556614856242668","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634","0.41720735992348634"
"379","0.4632604400293785","0.4632604400293785","0.4632604400293785","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929","0.4082017591364929"
"380","0.4698832737955963","0.4698832737955963","0.4698832737955963","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831","0.4372357385283831"
"381","0.46275320085239036","0.46275320085239036","0.46275320085239036","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977","0.40119319245259977"
"382","0.46738706218882","0.46738706218882","0.46738706218882","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702","0.4202365220409702"
"383","0.45380702153452873","0.45380702153452873","0.45380702153452873","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996","0.41437629656417996"
"384","0.4694692642083392","0.4694692642083392","0.4694692642083392","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126","0.40941141846837126"
"385","0.4569249107268479","0.4569249107268479","0.4569249107268479","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669","0.415581218230669"
"386","0.45472640400153613","0.45472640400153613","0.45472640400153613","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403","0.42928943792963403"
"387","0.47326933988711245","0.47326933988711245","0.47326933988711245","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687","0.4167352010738687"
"388","0.48000791857868896","0.48000791857868896","0.48000791857868896","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644","0.419607091365644"
"389","0.4749822830145713","0.4749822830145713","0.4749822830145713","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096","0.40692353985313096"
"390","0.4657928810472513","0.4657928810472513","0.4657928810472513","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123","0.43787198112301123"
"391","0.4458619167933306","0.4458619167933306","0.4458619167933306","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468","0.4191097438119468"
"392","0.46850183499755804","0.46850183499755804","0.46850183499755804","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125","0.43079327197650125"
"393","0.4595086379958084","0.4595086379958084","0.4595086379958084","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002","0.4290012711046002"
"394","0.46704892238617324","0.46704892238617324","0.46704892238617324","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661","0.4318620722228661"
"395","0.44402237071294565","0.44402237071294565","0.44402237071294565","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054","0.43827907817217054"
"396","0.4507188681503649","0.4507188681503649","0.4507188681503649","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584","0.43138264549296584"
"397","0.4715012012050902","0.4715012012050902","0.4715012012050902","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647","0.42844811446139647"
"398","0.45118045623146463","0.45118045623146463","0.45118045623146463","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746","0.44876583660952746"
"399","0.4549245720918116","0.4549245720918116","0.4549245720918116","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298","0.4508314467261298"
"400","0.46548421076242813","0.46548421076242813","0.46548421076242813","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473","0.44579252330126473"
"401","0.46362102654559567","0.46362102654559567","0.46362102654559567","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812","0.4497241043202812"
"402","0.46143134613439907","0.46143134613439907","0.46143134613439907","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141","0.4354335342821141"
"403","0.44744723726069785","0.44744723726069785","0.44744723726069785","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264","0.43217908397264"
"404","0.43775823931806374","0.43775823931806374","0.43775823931806374","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373","0.4419901315292373"
"405","0.45332006884022846","0.45332006884022846","0.45332006884022846","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277","0.43830661920289277"
"406","0.44085939890131703","0.44085939890131703","0.44085939890131703","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545","0.43848097289615545"
"407","0.44511522121787855","0.44511522121787855","0.44511522121787855","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885","0.4541639330686885"
"408","0.4404730968009826","0.4404730968009826","0.4404730968009826","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816","0.43360842948347816"
"409","0.4460620775477364","0.4460620775477364","0.4460620775477364","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795","0.4393795015734795"
"410","0.4415576176790055","0.4415576176790055","0.4415576176790055","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555","0.44274874586252555"
"411","0.43066384596010904","0.43066384596010904","0.43066384596010904","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184","0.44887869170054184"
"412","0.45457603120151907","0.45457603120151907","0.45457603120151907","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285","0.44837564828037285"
"413","0.43842197410890366","0.43842197410890366","0.43842197410890366","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836","0.43670968738634836"
"414","0.4336985635763267","0.4336985635763267","0.4336985635763267","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361","0.4492277467928361"
"415","0.440897145179275","0.440897145179275","0.440897145179275","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675","0.45461657899568675"
"416","0.43636639215843753","0.43636639215843753","0.43636639215843753","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083","0.4542345508231083"
"417","0.43871894279079426","0.43871894279079426","0.43871894279079426","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059","0.455392304868059"
"418","0.4468355800821446","0.4468355800821446","0.4468355800821446","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661","0.4560648567206661"
"419","0.4413220970064212","0.4413220970064212","0.4413220970064212","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596","0.44304974362864596"
"420","0.4425575862369715","0.4425575862369715","0.4425575862369715","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976","0.46782069754390976"
"421","0.4436437234347941","0.4436437234347941","0.4436437234347941","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321","0.4499258253134321"
"422","0.4353744345833111","0.4353744345833111","0.4353744345833111","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935","0.47048206494087935"
"423","0.42510466442478356","0.42510466442478356","0.42510466442478356","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045","0.4566402653869045"
"424","0.43685810724971086","0.43685810724971086","0.43685810724971086","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408","0.4509463327359408"
"425","0.41708669965810985","0.41708669965810985","0.41708669965810985","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884","0.4606927456611884"
"426","0.4272605703588051","0.4272605703588051","0.4272605703588051","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263","0.4530118155060263"
"427","0.4478632827604888","0.4478632827604888","0.4478632827604888","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575","0.4344575327840575"
"428","0.45817801510496065","0.45817801510496065","0.45817801510496065","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725","0.4423310250630725"
"429","0.4398786932398216","0.4398786932398216","0.4398786932398216","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887","0.45192898268048887"
"430","0.42397978598791813","0.42397978598791813","0.42397978598791813","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572","0.4543513695671572"
"431","0.43871121735771884","0.43871121735771884","0.43871121735771884","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454","0.4597188536134454"
"432","0.45383670244028324","0.45383670244028324","0.45383670244028324","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304","0.45400537273254304"
"433","0.43671006691479125","0.43671006691479125","0.43671006691479125","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544","0.4595042702322544"
"434","0.4390926903459476","0.4390926903459476","0.4390926903459476","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666","0.46882362794110666"
"435","0.4442403821529788","0.4442403821529788","0.4442403821529788","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843","0.4601397116162843"
"436","0.4248181819692254","0.4248181819692254","0.4248181819692254","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136","0.43696211119386136"
"437","0.4375779971820302","0.4375779971820302","0.4375779971820302","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909","0.4661454815742909"
"438","0.4495942257149436","0.4495942257149436","0.4495942257149436","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906","0.4373416475700906"
"439","0.44630381375254363","0.44630381375254363","0.44630381375254363","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073","0.46390027890446073"
"440","0.44971691264910624","0.44971691264910624","0.44971691264910624","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051","0.4414231207621051"
"441","0.43154301744157053","0.43154301744157053","0.43154301744157053","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224","0.46043034573049224"
"442","0.4348568911016364","0.4348568911016364","0.4348568911016364","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635","0.43233153773295635"
"443","0.45530981225994765","0.45530981225994765","0.45530981225994765","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955","0.44888428765255955"
"444","0.4543172047258395","0.4543172047258395","0.4543172047258395","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174","0.4124004000096174"
"445","0.46326170655360327","0.46326170655360327","0.46326170655360327","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035","0.42090297142983035"
"446","0.43801027093367884","0.43801027093367884","0.43801027093367884","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709","0.4146743809328709"
"447","0.43734401988594573","0.43734401988594573","0.43734401988594573","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668","0.4163034758247668"
"448","0.4345220398793317","0.4345220398793317","0.4345220398793317","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143","0.39217399440655143"
"449","0.45378052457427837","0.45378052457427837","0.45378052457427837","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455","0.4379701622876455"
"450","0.4534106745468016","0.4534106745468016","0.4534106745468016","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112","0.3992701596139112"
"451","0.46179595157352743","0.46179595157352743","0.46179595157352743","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763","0.4475062138066763"
"452","0.47466526295483347","0.47466526295483347","0.47466526295483347","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265","0.44178621629992265"
"453","0.45349500108129","0.45349500108129","0.45349500108129","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066","0.4316157821968066"
"454","0.4515994524131529","0.4515994524131529","0.4515994524131529","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842","0.4439164489391842"
"455","0.44400245227845153","0.44400245227845153","0.44400245227845153","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603","0.43713241640787603"
"456","0.45325312959949954","0.45325312959949954","0.45325312959949954","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417","0.43661459653688417"
"457","0.4330369745711323","0.4330369745711323","0.4330369745711323","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815","0.44727808527246815"
"458","0.4392091483701952","0.4392091483701952","0.4392091483701952","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825","0.43356270819174825"
"459","0.444910466875881","0.444910466875881","0.444910466875881","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673","0.42998501728673"
"460","0.4228694933360556","0.4228694933360556","0.4228694933360556","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576","0.43840647191388576"
"461","0.42929857062609517","0.42929857062609517","0.42929857062609517","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225","0.43005615011445225"
"462","0.4547979506861966","0.4547979506861966","0.4547979506861966","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842","0.4043881193264842"
"463","0.4514461909084275","0.4514461909084275","0.4514461909084275","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947","0.42651674015026947"
"464","0.4485126928664977","0.4485126928664977","0.4485126928664977","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541","0.4240639571866541"
"465","0.44899096818934775","0.44899096818934775","0.44899096818934775","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936","0.42715644128707936"
